taxonKey	canonicalName	year	classKey	obs	cobs	ncells	c_ncells	method	fit	ucl	lcl	em1	em2	em	em_status	growth
1311477	Vespa velutina	2004	216	6	132	6	6	correct_baseline	30.625887046547714	218.3734775467219	4.295141369387326	0	1	1	2	0.485490241597375
1311477	Vespa velutina	2005	216	0	0	0	0	correct_baseline	22.97933776452924	120.86120703797587	4.3690608180869885	0	1	1	2	0.5523095268570305
1311477	Vespa velutina	2006	216	74	389	74	74	correct_baseline	18.772728195735457	84.6045316354457	4.16544264353937	0	1	1	2	0.6280074049005531
1311477	Vespa velutina	2007	216	15	0	15	0	correct_baseline	16.697764668059058	73.40528319436442	3.7983007867652643	0	1	1	2	0.7135400396997119
1311477	Vespa velutina	2008	216	66	0	66	0	correct_baseline	16.170757448859796	75.21902287730391	3.4764263941104163	0	1	1	2	0.8097545637795555
1311477	Vespa velutina	2009	216	19	76	19	19	correct_baseline	17.05075105713867	86.50186628021771	3.3609461172862893	0	1	1	2	0.9170969835005138
1311477	Vespa velutina	2010	216	0	0	0	0	correct_baseline	19.574823080022824	107.58691274926412	3.5615270372819134	1	1	4	3	1.034890108202895
1311477	Vespa velutina	2011	216	0	0	0	0	correct_baseline	24.46771590429283	141.51090669516952	4.230551097116388	1	1	4	3	1.1596420435398858
1311477	Vespa velutina	2012	216	137	1438	137	117	correct_baseline	33.298934891135694	194.39277223653335	5.704013848492807	1	1	4	3	1.282459594835161
1311477	Vespa velutina	2013	216	63	389	56	56	correct_baseline	49.34108112137235	277.14304927959324	8.784424839642218	1	1	4	3	1.391374891693105
1311477	Vespa velutina	2014	216	80	2560	80	80	correct_baseline	79.60282016426494	409.33218563917296	15.48035849712057	1	1	4	3	1.4832708576327827
1311477	Vespa velutina	2015	216	0	0	0	0	correct_baseline	139.826592744866	627.9949173170135	31.133175603026384	1	1	4	3	1.5644286222211794
1311477	Vespa velutina	2016	216	0	0	0	0	correct_baseline	267.41924526865887	1010.4180545440692	70.77570755832144	1	1	4	3	1.6409006041798189
1311477	Vespa velutina	2017	216	330	5035	239	239	correct_baseline	556.8485847775886	1746.0618595841115	177.588408261011	1	1	4	3	1.716077915948949
1311477	Vespa velutina	2018	216	10467	93471	3345	3292	correct_baseline	1262.4760703073653	3423.8213703572364	465.51664228102726	1	1	4	3	1.7917250902596296
1311477	Vespa velutina	2019	216	7311	31630	3820	2766	correct_baseline	3116.3823992583357	8412.641556110582	1154.4339781543254	1	1	4	3	1.8688195403031558
1311477	Vespa velutina	2020	216	22401	193938	12484	9148	correct_baseline	8375.675698237805	28026.526493940404	2503.0552186771647	1	1	4	3	1.9479585236069483
1311477	Vespa velutina	2021	216	32100	379693	20363	16836	correct_baseline	24509.27428367278	123790.63027289882	4852.584760155427	1	1	4	3	2.029546735331948
1311477	Vespa velutina	2022	216	238917	1440827	88145	71605	correct_baseline	78087.67766480941	685222.8363827051	8898.835647791437	1	1	4	3	2.1138863063838955
1311477	Vespa velutina	2023	216	794903	3041883	135799	122254	correct_baseline	270879.40940692666	4590818.42610931	15983.131465913973	1	1	4	3	2.2012225577347913
1311477	Vespa velutina	2024	216	929960	3232826	159203	136288	correct_baseline	1023083.0691700855	36605239.54557834	28594.23895093499	1	1	4	3	2.291768611586874
1311477	Vespa velutina	2025	216	3235095	4392535	229381	192871	correct_baseline	4207142.402810676	344520228.9446074	51375.93009196983	1	1	4	3	2.385719315980018
1651430	Aedes albopictus	2010	216	13	13	13	13	correct_baseline	18.49869915100116	32.82754117607478	10.424230935963395	0	0	0	1	0.7993225103596074
1651430	Aedes albopictus	2011	216	0	0	0	0	correct_baseline	17.14647986358891	28.060273027914235	10.477509303633232	0	0	0	1	0.8234750342547364
1651430	Aedes albopictus	2012	216	0	0	0	0	correct_baseline	16.021762925821	25.71877461385149	9.980914375016988	0	0	0	1	0.8477697706937217
1651430	Aedes albopictus	2013	216	75	3115	15	15	correct_baseline	15.092013037562142	24.635134113106623	9.245691802618028	0	0	0	1	0.871708215894663
1651430	Aedes albopictus	2014	216	89	883	19	19	correct_baseline	14.331299941575319	23.993902065937075	8.559931496385202	0	0	0	1	0.894193036359684
1651430	Aedes albopictus	2015	216	112	798	14	14	correct_baseline	13.719097508257303	23.346021682092246	8.061914745219418	0	0	0	1	0.9128241764654912
1651430	Aedes albopictus	2016	216	170	2680	24	24	correct_baseline	13.23936160268187	22.49608643142955	7.791608384011199	0	0	0	1	0.9236554087791227
1651430	Aedes albopictus	2017	216	0	0	0	0	correct_baseline	12.879828774770708	21.409432500554228	7.748453363400319	0	0	0	1	0.9247041831612919
1651430	Aedes albopictus	2018	216	1312	4370	37	37	correct_baseline	12.6314928173447	20.173040304944863	7.909299162780156	0	0	0	1	0.9188078521837411
1651430	Aedes albopictus	2019	216	434	210	56	56	correct_baseline	12.488227854442584	19.00742318208144	8.204996198090509	0	0	0	1	0.9094161279067476
1651430	Aedes albopictus	2020	216	19	456	19	19	correct_baseline	12.446535823149627	18.338866920577953	8.44742778645262	0	0	0	1	0.8983963981088141
1651430	Aedes albopictus	2021	216	0	0	0	0	correct_baseline	12.505403737416252	18.847673965032477	8.297316842700111	0	0	0	1	0.886607187553738
1651430	Aedes albopictus	2022	216	272	1292	68	68	correct_baseline	12.666262557690928	21.214904747610415	7.562334551534292	0	0	0	1	0.8744581073942299
1651430	Aedes albopictus	2023	216	216	6412	148	148	correct_baseline	12.933045321741075	25.97599517527061	6.439162779543677	0	0	0	1	0.8621601855399664
1651430	Aedes albopictus	2024	216	155	3474	119	119	correct_baseline	13.312347851275568	34.0115409989784	5.210543248207553	0	0	0	1	0.8498303030591489
1651430	Aedes albopictus	2025	216	309	11565	199	177	correct_baseline	13.813701251940785	47.10218463250413	4.051156942435979	0	0	0	1	0.8375371535559504
2225776	Eriocheir sinensis	2000	229	269	507	119	88	correct_baseline	457.6993514758322	1075.8111201328384	194.72627901032502	1	0	3	3	1.167107301422551
2225776	Eriocheir sinensis	2001	229	339	1448	123	92	correct_baseline	598.9269011476348	1268.0028938504433	282.8963834846088	1	0	3	3	1.1651936304693737
2225776	Eriocheir sinensis	2002	229	4402	481	573	297	correct_baseline	768.1940295694266	1500.740240688955	393.22065942284706	1	0	3	3	1.1610414444728212
2225776	Eriocheir sinensis	2003	229	160	588	160	160	correct_baseline	965.7096715440954	1767.8064332733468	527.5437130223421	1	0	3	3	1.1532376606433803
