taxonKey	year	classKey	obs	cobs	ncells	c_ncells	canonicalName	fit	ucl	lcl	em1	em2	em	em_status	growth	method
1311477	2007	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2008	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2009	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2010	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2011	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2012	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2013	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2014	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2015	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2016	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2017	216	5	114	4	4	Vespa velutina									correct_baseline
1311477	2018	216	57	608	22	22	Vespa velutina									correct_baseline
1311477	2019	216	68	77	19	19	Vespa velutina									correct_baseline
1311477	2020	216	189	324	57	57	Vespa velutina									correct_baseline
1311477	2021	216	224	399	92	92	Vespa velutina									correct_baseline
1651430	2013	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2014	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2015	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2016	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2017	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2018	216	54	171	1	1	Aedes albopictus									correct_baseline
1651430	2019	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2020	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2021	216	0	0	0	0	Aedes albopictus									correct_baseline
2225776	2000	229	0	0	0	0	Eriocheir sinensis	3.316751265139952	11.83512971866818	0.9295072564735192	1	0	3	3	1.0472939226635964	correct_baseline
2225776	2001	229	3	28	2	2	Eriocheir sinensis	4.113370969644583	11.5875443678408	1.4601731131984113	1	0	3	3	1.046582701360564	correct_baseline
2225776	2002	229	6	3	1	1	Eriocheir sinensis	4.998545239523585	11.459328447910824	2.1803594010885563	1	0	3	3	1.0448905212613713	correct_baseline
2225776	2003	229	2	5	2	2	Eriocheir sinensis	5.952123315988824	11.430385920354858	3.0994379556029834	1	0	3	3	1.0418157004785633	correct_baseline
2225776	2004	229	15	13	5	5	Eriocheir sinensis	6.9461651246126985	11.487091937741244	4.200298056278394	1	0	3	3	1.0370407587740431	correct_baseline
2225776	2005	229	12	8	3	3	Eriocheir sinensis	7.946778881458826	11.634607507928994	5.427883540356848	1	-1	2	2	1.0305465218135386	correct_baseline
2225776	2006	229	30	1	1	1	Eriocheir sinensis	8.917143046429304	11.919743057331464	6.6709021937830295	1	-1	2	2	1.0227237844932489	correct_baseline
2225776	2007	229	592	8	9	9	Eriocheir sinensis	9.821276155232415	12.450666504155603	7.747172834895437	1	-1	2	2	1.0142877960244143	correct_baseline
2225776	2008	229	560	27	8	8	Eriocheir sinensis	10.627873891645837	13.332669229801745	8.471799720663046	1	-1	2	2	1.006030167449476	correct_baseline
2225776	2009	229	369	99	20	20	Eriocheir sinensis	11.313470435299266	14.505028243435438	8.824154709820526	0	-1	-1	0	0.9985622097171936	correct_baseline
2225776	2010	229	479	224	26	26	Eriocheir sinensis	11.864333474879116	15.766569104667376	8.927903583124325	0	-1	-1	0	0.9921914805627315	correct_baseline
2225776	2011	229	373	207	30	30	Eriocheir sinensis	12.276817176261721	16.933196289304597	8.900873609700803	0	-1	-1	0	0.9869590705980661	correct_baseline
2225776	2012	229	217	124	20	20	Eriocheir sinensis	12.55626255218984	17.88413862930594	8.815617712847235	0	0	0	1	0.9827529929389953	correct_baseline
2225776	2013	229	213	98	25	25	Eriocheir sinensis	12.714830948758133	18.54901701521967	8.71566002246093	0	0	0	1	0.9793256114283572	correct_baseline
