taxonKey	canonicalName	year	classKey	obs	ncells	method	fit	ucl	lcl	em1	em2	em	em_status	growth
1311477	Vespa velutina	2004	216	1	1	basic	1.177839959998715	6.988593606563922	0.19851017951119226	0	0	0	1	0.4969305708181559
1311477	Vespa velutina	2005	216	0	0	basic	0.914973106961202	3.620799455709962	0.2312129673854259	0	0	0	1	0.5771446297410094
1311477	Vespa velutina	2006	216	2	2	basic	0.7696045559240955	2.3679637419952666	0.2501267912151622	0	0	0	1	0.6680663695749155
1311477	Vespa velutina	2007	216	1	1	basic	0.7012994816614732	1.906658869751902	0.25794911233525875	0	1	1	2	0.7685815204693774
1311477	Vespa velutina	2008	216	1	1	basic	0.6932164622961653	1.795206548230108	0.26768455366441457	0	1	1	2	0.8752941243814668
1311477	Vespa velutina	2009	216	1	1	basic	0.7447699050611402	1.8827869637841155	0.2946069959874551	0	1	1	2	0.982822806243672
1311477	Vespa velutina	2010	216	0	0	basic	0.8717117966618284	2.145173879336212	0.3542283745663198	1	1	4	3	1.087606782879977
1311477	Vespa velutina	2011	216	0	0	basic	1.113833213050038	2.642335897775944	0.46951806071953434	1	1	4	3	1.1925602227873062
1311477	Vespa velutina	2012	216	4	4	basic	1.555405259049619	3.534543645479891	0.6844689902112503	1	1	4	3	1.30373941850623
1311477	Vespa velutina	2013	216	5	4	basic	2.372531906181342	5.162756189602296	1.090291200887037	1	1	4	3	1.4236536725873572
1311477	Vespa velutina	2014	216	1	1	basic	3.9424160054571336	8.253179060139571	1.8832311581789105	1	1	4	3	1.5495034918736184
1311477	Vespa velutina	2015	216	0	0	basic	7.1004585877292765	14.416139498536218	3.497226990705633	1	1	4	3	1.6753021539002866
1311477	Vespa velutina	2016	216	0	0	basic	13.757733429399083	27.38494210048216	6.911653434208742	1	1	4	3	1.795319964373133
1311477	Vespa velutina	2017	216	17	10	basic	28.40716171642237	56.12188465570082	14.378826401386746	1	1	4	3	1.9060525186809085
1311477	Vespa velutina	2018	216	405	148	basic	61.830699532673954	122.4936288258617	31.210075506332466	1	0	3	3	2.0045964708101547
1311477	Vespa velutina	2019	216	237	142	basic	140.2501329484605	279.6238840915133	70.3448486025012	1	0	3	3	2.0837598434241276
1311477	Vespa velutina	2020	216	777	486	basic	327.8792528925811	654.7922876600612	164.1815374178763	1	0	3	3	2.1274201909535733
1311477	Vespa velutina	2021	216	1001	716	basic	782.3191468391334	1555.3862526104097	393.48634236926614	1	0	3	3	2.1183873624086496
1311477	Vespa velutina	2022	216	8817	3656	basic	1890.338358035561	3789.0495767749157	943.0805893287084	1	0	3	3	2.05855060672943
1311477	Vespa velutina	2023	216	26151	5696	basic	4601.05871361902	9888.357799209823	2140.875331984969	1	0	3	3	1.966599817735616
1311477	Vespa velutina	2024	216	30180	6764	basic	11247.083163504067	29229.145500761366	4327.765232941265	1	0	3	3	1.8612000949718577
1311477	Vespa velutina	2025	216	113691	11132	basic	27578.779365762428	100219.15711074739	7589.25831380634	1	0	3	3	1.7540038652186218
1651430	Aedes albopictus	2010	216	1	1	basic	0.6712467806323904	3.2456545093289026	0.13882322940235323	0	0	0	1	0.7805145972300205
1651430	Aedes albopictus	2011	216	0	0	basic	0.7948162035420846	2.4756524342796618	0.2551783072072745	0	0	0	1	0.8314295949653199
1651430	Aedes albopictus	2012	216	0	0	basic	0.9153317976658281	2.202680430568302	0.38036942998671475	0	0	0	1	0.8784115217415088
1651430	Aedes albopictus	2013	216	8	2	basic	1.0257266255279942	2.196061405515352	0.4790918449159417	0	0	0	1	0.9138234040721469
1651430	Aedes albopictus	2014	216	7	2	basic	1.1201904281630057	2.292271767204194	0.5474161542714839	0	0	0	1	0.9310334118208669
1651430	Aedes albopictus	2015	216	8	1	basic	1.1961879247625473	2.3890911397506516	0.5989162688440042	0	0	0	1	0.9322017947257221
1651430	Aedes albopictus	2016	216	13	2	basic	1.2561084452021418	2.4547381376724773	0.6427603832334563	0	0	0	1	0.9283946116300296
1651430	Aedes albopictus	2017	216	0	0	basic	1.3079256890309523	2.5012072044399787	0.6839375822164686	0	0	0	1	0.9289686146614828
1651430	Aedes albopictus	2018	216	59	2	basic	1.3649260828790915	2.559299457061369	0.7279426432820859	0	0	0	1	0.9382325971681842
1651430	Aedes albopictus	2019	216	13	2	basic	1.445357142405902	2.6690381087380737	0.7827004276426256	0	0	0	1	0.9599386567845102
1651430	Aedes albopictus	2020	216	2	2	basic	1.5732941686082345	2.871603197771028	0.8619765233922282	0	0	0	1	0.9978488368898955
1651430	Aedes albopictus	2021	216	0	0	basic	1.7821559919652246	3.1985064827249166	0.9929884453420719	1	0	3	3	1.0487569758324158
1651430	Aedes albopictus	2022	216	4	2	basic	2.1226690017957655	3.6800004124127845	1.2243813006071005	1	0	3	3	1.0939314292796845
1651430	Aedes albopictus	2023	216	4	3	basic	2.678517950929016	4.436311158901607	1.617212624739629	1	0	3	3	1.1146115855233827
1651430	Aedes albopictus	2024	216	4	3	basic	3.596720918505796	6.050820265561276	2.137958292902159	1	0	3	3	1.1144366463531634
