taxonKey	canonicalName	year	classKey	obs	ncells	method	fit	ucl	lcl	em1	em2	em	em_status	growth
1311477	Vespa velutina	2004	216	0	0	basic	0.3589456132216844	6.135729226096871	0.02099863740777417	-1	0	-3	0	0.15282415179033698
1311477	Vespa velutina	2005	216	0	0	basic	0.1515232681283029	1.5474698248467291	0.014836671071473469	-1	0	-3	0	0.2188453321956909
1311477	Vespa velutina	2006	216	1	1	basic	0.07564521105428518	0.7554550465222283	0.007574504905076414	-1	0	-3	0	0.3116473578998631
1311477	Vespa velutina	2007	216	0	0	basic	0.04474719596644508	0.5266532587277295	0.0038019541580290466	-1	0	-3	0	0.4379012623821829
1311477	Vespa velutina	2008	216	0	0	basic	0.03150030622857847	0.4179527631087199	0.0023741182738301592	0	1	1	2	0.5965418349356397
1311477	Vespa velutina	2009	216	0	0	basic	0.026561656647685693	0.34849947752420846	0.0020244552700097993	0	1	1	2	0.76188202636989
1311477	Vespa velutina	2010	216	0	0	basic	0.02702161461307235	0.30550268813205217	0.0023900531309950157	0	1	1	2	0.9060135831759786
1311477	Vespa velutina	2011	216	0	0	basic	0.03334837489167845	0.29180075104830205	0.003811210574066825	1	1	4	3	1.0585636184482126
1311477	Vespa velutina	2012	216	0	0	basic	0.049983586008942246	0.3181147675713026	0.007853640022396451	1	1	4	3	1.2543122392232908
1311477	Vespa velutina	2013	216	0	0	basic	0.09046064480693373	0.4125205932795908	0.019836896368807488	1	1	4	3	1.508356724017687
1311477	Vespa velutina	2014	216	0	0	basic	0.19484142210128855	0.6519203935431547	0.05823284582358975	1	1	4	3	1.817622323312176
1311477	Vespa velutina	2015	216	0	0	basic	0.48760387448724585	1.2538745850011193	0.18961827702629572	1	1	4	3	2.1547726847831172
1311477	Vespa velutina	2016	216	0	0	basic	1.371543500574907	2.850822223739684	0.6598557981990254	1	1	4	3	2.4639363566013994
1311477	Vespa velutina	2017	216	6	4	basic	4.162788780512249	7.298440063952054	2.3743170155973337	1	0	3	3	2.6747107530850065
1311477	Vespa velutina	2018	216	57	22	basic	13.02187152688028	20.009209906515277	8.47455441043483	1	0	3	3	2.741437930343155
1311477	Vespa velutina	2019	216	68	31	basic	40.03369761665948	56.617265859774896	28.307565201604014	1	-1	2	2	2.6715479334479344
1311477	Vespa velutina	2020	216	211	132	basic	115.57924276804367	159.57551415723685	83.71310241038353	1	-1	2	2	2.5038922333164817
1311477	Vespa velutina	2021	216	228	169	basic	301.1058572928035	419.3684832950027	216.1934930915075	1	-1	2	2	2.268536021281043
1311477	Vespa velutina	2022	216	2104	950	basic	685.9569278843335	954.4659838769758	492.98446970443496	1	-1	2	2	1.9609695732964623
1311477	Vespa velutina	2023	216	4481	1372	basic	1337.4194234622983	1827.7106018924449	978.6509485704045	1	-1	2	2	1.604228006002995
1311477	Vespa velutina	2024	216	6669	1845	basic	2205.1060945346485	3127.706810601827	1554.6511174486384	1	-1	2	2	1.2752360150096416
1311477	Vespa velutina	2025	216	23186	3160	basic	3060.1510752820896	5286.2874712211105	1771.474717281496	0	-1	-1	0	1.004289892591511
1651430	Aedes albopictus	2010	216	0	0	basic								
1651430	Aedes albopictus	2011	216	0	0	basic								
1651430	Aedes albopictus	2012	216	0	0	basic								
1651430	Aedes albopictus	2013	216	0	0	basic								
1651430	Aedes albopictus	2014	216	0	0	basic								
1651430	Aedes albopictus	2015	216	0	0	basic								
1651430	Aedes albopictus	2016	216	0	0	basic								
1651430	Aedes albopictus	2017	216	0	0	basic								
1651430	Aedes albopictus	2018	216	54	1	basic								
1651430	Aedes albopictus	2019	216	0	0	basic								
1651430	Aedes albopictus	2020	216	1	1	basic								
1651430	Aedes albopictus	2021	216	0	0	basic								
1651430	Aedes albopictus	2022	216	0	0	basic								
1651430	Aedes albopictus	2023	216	0	0	basic								
1651430	Aedes albopictus	2024	216	1	1	basic								
1651430	Aedes albopictus	2025	216	0	0	basic								
2225776	Eriocheir sinensis	2000	229	0	0	basic	0.413699945204185	1.3566812600107931	0.1261516980492412	1	-1	2	2	1.7649521152634307
2225776	Eriocheir sinensis	2001	229	3	2	basic	0.8839615306963993	2.152878697568283	0.3629503086419656	1	-1	2	2	1.7013607501865855
2225776	Eriocheir sinensis	2002	229	6	2	basic	1.759703326616444	3.3752622187773875	0.9174267351668565	1	-1	2	2	1.6391712702064787
2225776	Eriocheir sinensis	2003	229	2	2	basic	3.26420668988688	5.234686388829711	2.0354696581325373	1	-1	2	2	1.5775537197828144
