taxonKey	year	classKey	obs	cobs	ncells	c_ncells	canonicalName	fit	ucl	lcl	em1	em2	em	em_status	growth	method
1651430	2010	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2011	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2012	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2013	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2014	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2015	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2016	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2017	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2018	216	54	171	1	1	Aedes albopictus									correct_baseline
1651430	2019	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2020	216	0	0	0	0	Aedes albopictus									correct_baseline
2225776	2000	229	0	0	0	0	Eriocheir sinensis	3.762595497391135	11.98845191441156	1.1808968312221764	1	0	3	3	1.0263883933527498	correct_baseline
2225776	2001	229	3	28	2	2	Eriocheir sinensis	4.457827853043885	11.580544760044008	1.7160012399363447	1	0	3	3	1.0267347313651511	correct_baseline
2225776	2002	229	6	3	1	1	Eriocheir sinensis	5.208834563308714	11.28252298828743	2.404777507308038	1	0	3	3	1.0265104249742802	correct_baseline
2225776	2003	229	2	5	2	2	Eriocheir sinensis	6.002667731712619	11.083795712105786	3.2508736928441886	1	0	3	3	1.025521784367826	correct_baseline
2225776	2004	229	15	13	5	5	Eriocheir sinensis	6.822613559542254	10.983345358532263	4.238058101914239	1	0	3	3	1.0236309270453785	correct_baseline
2225776	2005	229	12	8	3	3	Eriocheir sinensis	7.648873848565048	10.999339795909787	5.318980251252721	1	0	3	3	1.0208433246864506	correct_baseline
2225776	2006	229	30	2	1	1	Eriocheir sinensis	8.459682976671957	11.185905007201171	6.397894137284464	1	-1	2	2	1.0173301606390353	correct_baseline
2225776	2007	229	592	7	5	5	Eriocheir sinensis	9.232762091548784	11.641923080165624	7.322149034326687	1	-1	2	2	1.0133687834149132	correct_baseline
2225776	2008	229	560	76	5	5	Eriocheir sinensis	9.946925311407108	12.44327718379302	7.951387861035466	1	-1	2	2	1.0092380904330533	correct_baseline
2225776	2009	229	369	104	23	23	Eriocheir sinensis	10.58360106224457	13.51681621571908	8.286907926918607	1	-1	2	2	1.0051298944436275	correct_baseline
2225776	2010	229	477	215	26	26	Eriocheir sinensis	11.1280341219544	14.684556893342533	8.43288253903821	1	-1	2	2	1.0011156659572973	correct_baseline
2225776	2011	229	375	215	34	34	Eriocheir sinensis	11.5699925388324	15.787528205621273	8.479144144995024	0	-1	-1	0	0.99715810106783	correct_baseline
2225776	2012	229	217	113	19	19	Eriocheir sinensis	11.903902783504822	16.716074132420022	8.477044332096368	0	-1	-1	0	0.9931016796757043	correct_baseline
2225776	2013	229	212	102	25	25	Eriocheir sinensis	12.128449312235334	17.399378978965405	8.454283506169627	0	0	0	1	0.9885353040436916	correct_baseline
2225776	2014	229	308	173	28	28	Eriocheir sinensis	12.245772836197984	17.796571793154673	8.426283112202826	0	0	0	1	0.9825027891438347	correct_baseline
