taxonKey	year	classKey	obs	cobs	ncells	c_ncells	canonicalName	fit	ucl	lcl	em1	em2	em	em_status	growth	method
1311477	2007	216	1	3	1	1	Vespa velutina									correct_baseline
1311477	2008	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2009	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2010	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2011	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2012	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2013	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2014	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2015	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2016	216	0	0	0	0	Vespa velutina									correct_baseline
1311477	2017	216	16	172	10	10	Vespa velutina									correct_baseline
1311477	2018	216	415	2605	144	140	Vespa velutina									correct_baseline
1311477	2019	216	233	484	137	73	Vespa velutina									correct_baseline
1311477	2020	216	749	1847	470	254	Vespa velutina									correct_baseline
1311477	2021	216	976	2947	665	416	Vespa velutina									correct_baseline
1651430	2013	216	8	360	2	2	Aedes albopictus									correct_baseline
1651430	2014	216	7	135	2	2	Aedes albopictus									correct_baseline
1651430	2015	216	8	58	1	1	Aedes albopictus									correct_baseline
1651430	2016	216	13	248	2	2	Aedes albopictus									correct_baseline
1651430	2017	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2018	216	59	189	2	2	Aedes albopictus									correct_baseline
1651430	2019	216	13	13	2	2	Aedes albopictus									correct_baseline
1651430	2020	216	0	0	0	0	Aedes albopictus									correct_baseline
1651430	2021	216	0	0	0	0	Aedes albopictus									correct_baseline
2225776	2000	229	7	13	3	2	Eriocheir sinensis	8.261528746902284	20.197045290333822	3.379348625244614	0	1	1	2	0.8250932527617028	correct_baseline
2225776	2001	229	11	35	4	3	Eriocheir sinensis	8.569386184270051	16.86997749799525	4.352962508923622	0	1	1	2	0.906974051657545	correct_baseline
2225776	2002	229	72	8	9	4	Eriocheir sinensis	9.413666329282336	15.943299491234935	5.558266894991375	0	1	1	2	0.9936180029120137	correct_baseline
2225776	2003	229	3	11	3	3	Eriocheir sinensis	10.921975436612488	16.784471431040323	7.107137566295876	1	1	4	3	1.0789346629223524	correct_baseline
2225776	2004	229	24	27	14	10	Eriocheir sinensis	13.293923734639613	19.127686845591217	9.239403054277258	1	1	4	3	1.1520288365117544	correct_baseline
2225776	2005	229	19	36	13	9	Eriocheir sinensis	16.78040475681933	22.848423049205035	12.323913260722032	1	0	3	3	1.2004602370511537	correct_baseline
2225776	2006	229	32	1	4	1	Eriocheir sinensis	21.620396451540223	27.88534283998218	16.76298352880756	1	0	3	3	1.2182535235181153	correct_baseline
2225776	2007	229	676	8	34	9	Eriocheir sinensis	27.91133955152474	34.24407414500574	22.749713490914377	1	-1	2	2	1.2090880498143615	correct_baseline
2225776	2008	229	597	32	45	11	Eriocheir sinensis	35.426821724163084	42.098716994569976	29.812302774868765	1	-1	2	2	1.1802656749580431	correct_baseline
2225776	2009	229	385	107	46	22	Eriocheir sinensis	43.47411295433165	51.61365071192396	36.61819055805237	1	-1	2	2	1.1389090812981661	correct_baseline
2225776	2010	229	519	234	55	32	Eriocheir sinensis	50.94735908707559	61.90227649606677	41.931146072024504	1	-1	2	2	1.091515012538522	correct_baseline
2225776	2011	229	988	224	62	35	Eriocheir sinensis	56.666849085365854	70.88761360687585	45.298912205899974	1	-1	2	2	1.0437098597523804	correct_baseline
2225776	2012	229	3408	146	101	38	Eriocheir sinensis	59.874910258319666	76.71242135179496	46.733042905807714	1	-1	2	2	1.0001831649627404	correct_baseline
2225776	2013	229	267	112	74	35	Eriocheir sinensis	60.577441020408266	78.81598860177282	46.55941549020296	0	-1	-1	0	0.9658215958595413	correct_baseline
